ISBN,Title,Author,Year-Of-Publication,Publisher,Genre,Description,Average_rating,Ratings_count,Image-URL-S,Image-URL-M,Image-URL-L
1567184448,In the Circle: Crafting the Witches' Path,Elen Hawke,2001,Llewellyn Publications,Religion,"Daffodils dance in a chilly spring breeze . . . a butterfly alights on a sunny marigold . . . sleepy autumn energy moves through an apple tree . . . in a winter garden, a redstart greedily strips berries from holly. And so the seasons rise and fall, the wheel of the year turns, and the sacred circle of birth, death, and regeneration goes on.,This simple and beautiful guide combines author Elen Hawke's personal accounts of sabbats and moon rites with clear, common sense instruction that makes witchcraft accessible to anyone who wishes to enter the circle.,Journey through the Moon's phases and the eight seasonal festivals; gain an understanding of Goddess and God; learn how to build a shrine, perform ritual, and collect or make magical tools. Evocative and poetic, In the Circle will take you deeper into your inner core, the place where you can connect to the spirit of Nature and to your own innate knowledge.,Tree and bird, stone and star,The spirituality of witchcraft is experienced through the world around us, through Nature and through the bodies in which we live. The sense of the divine is not remote from the world, but is part of one's own being.,To be a witch means living in harmony with the ebb and flow of the seasonal tides and the cycles of Sun, Moon, and weather; to have a love of everything that lives, a respect for and sympathy with tree and bird, stone and star, as well as our fellow humans.,This is expressed through aligning oneself with the unfolding patterns of the ritual year, and the monthly waxing and waning of the moon. Witches believe that working in harmony with these cycles will nourish the spirit of the land while aligning their own spiritual development with the soul of Nature. -Elen Hawke",3.95,39,http://images.amazon.com/images/P/1567184448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567184448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567184448.01.LZZZZZZZ.jpg
1567182283,Pagans &amp; Christians: The Personal Spiritual Experience,Gus Dizerega,2001,Llewellyn Publications,Religion,"Although Christianity is still a major religious force, there are growing numbers of people in other faiths, including the various Pagan traditions. Some Christians have responded to this trend with fear and derision, while some Pagans have reacted to that fear with anger and mistrust. ,Much of the problem is due to misunderstandings and lack of communication. This can change with Gus diZerega's ""Pagans & Christians."" Here you will find a penetrating and illuminating comparison, showing that neither path has the single correct approach to the Divine. Rather, either or both can be authentic and legitimate expressions of the appreciation of the Ultimate Source of All. ,""Pagans & Christians"" is an ideal way to help bridge what at time seems a wide chasm between Christian and Pagan beliefs. By sharing core ideas of both paths, this book provides a way to give deeper mutual understanding and unity among the religions of the world. ,Although ""Pagans & Christians"" accepts both paths as valid, the book provides a more in-depth explanation of Paganism o Â the minority religion because in some ways, Paganism demands a greater defense and explanation of its beliefs and ideas to dispel misunderstandings. The author is a Third Degree Gardenerian Elder and in ""Pagans & Christians"" has presented nothing less than a brilliant defense of Paganism, clearly showing how it should stand beside all of the major religions of the world as an equal. As part of this defense, diZerega gives a listing of biblical contradictions and Christian philosophical difficulties which can help any Pagan responding to a negative attack, and will help any Christian to view his or her religion as a way, not the way. ,Winner of the 2001 Coalition of Visionary Resources (COVR) Award for Best Non-fiction Book ",3.89,119,http://images.amazon.com/images/P/1567182283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567182283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567182283.01.LZZZZZZZ.jpg
1583140379,Fools Rush in (Arabesque),Gwynne Forster,1999,Bet Books,Romance,"Fools Rush In by Gwynne Forster released on Sep 24, 1999 is available now for purchase.",4.19,113,http://images.amazon.com/images/P/1583140379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1583140379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1583140379.01.LZZZZZZZ.jpg
1579544290,No Need for Speed : A Beginner's Guide to the Joy of Running,John Bingham,2002,Rodale Books,Nonfiction,"""You don't have to run fast to be a real runner!"",John Bingham, ""the patron saint of the back of the pack,"" commands ""The Penguin Brigade""-- those thousands of dedicated runners who have learned that the greatest joy in their sport comes not from how fast they go or how thin they become, but from simply having the courage to take the first step.,Now Bingham shares the wisdom that took him from couch potato to columnist for, Runner's World, magazine. ,No Need for Speed, explores both the why and the how of running for the rest of us. With information both practical (how to find the right running shoes for you, when to enter a race, what to eat before a run) and inspirational (focus on where you are instead of where you want to be, accepting the body you have, the beauty of being realistic about goals), Bingham extends a trusted hand and expert advice to beginners and veterans alike.",4.01,780,http://images.amazon.com/images/P/1579544290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579544290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579544290.01.LZZZZZZZ.jpg
1561700452,Heart Thoughts: A Treasury of Inner Wisdom/132t,Louise L. Hay,1992,Hay House,Nonfiction,"""Hay talks to a great middle area in our lives and our beings, that inner area that is simply sensible, filled with an eternal good cheer, with all the things that spirit is heir to . . . perfect for keeping on the night table, the coffee table, the kitchen counter"".--The Book Reader.",4.08,650,http://images.amazon.com/images/P/1561700452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561700452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561700452.01.LZZZZZZZ.jpg
1880238136,"Song: Poems (American Poets Continuum Series, V. 30)",Brigit Pegeen Kelly,1995,BOA Editions,Cultural,"Winner of the 1994 Lamont Poetry selection of The Academy of American Poets. ""Kelly has a talent for coaxing out the world's ghosts and then fixing them in personal landscapes of fear and uncertainty.... Smoothed by nuances of sound and rhythm, her poems exude an ambiguous wisdom, an acceptance of the sad magic that returns us constantly to the lives we might have led.""--,Library Journal",4.32,862,http://images.amazon.com/images/P/1880238136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1880238136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1880238136.01.LZZZZZZZ.jpg
9602260874,Mermaid Madonna,Myrivilis,1992,Efstathiadis Group,Cultural,"Set in the island of Lesbos this book gives an extraordinary, subtle, and haunting picture of Greek island life, its beauty and its suffering; its vitality and its tragic view of the world.",4.2,193,http://images.amazon.com/images/P/9602260874.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9602260874.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9602260874.01.LZZZZZZZ.jpg
1401200605,Batman: Hush Vol. 1,Jeph Loeb,2004,DC Comics,Sequential Art,"From Jeph Loeb, the author of Batman: Dark Victory (1563898683) and Jim Lee, the founder of Wildstorm Comics.,Old friends and enemies find themselves thrown together in a murderous plot hatched by Poison Ivy. What is she plotting? No one quite knows, but by manipulating both Batman and his enemies Killer Croc and Catwoman tensions are high and no one is to be trusted in Gotham City tonight!,Originally published in BATMAN #608-612.",4.09,40075,http://images.amazon.com/images/P/1401200605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401200605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401200605.01.LZZZZZZZ.jpg
1563891859,Batman: Bloodstorm : The Chilling Sequel to Batman: Red Rain,Doug Moench,1995,DC Comics,Sequential Art,"Written by Doug Moench; Art by Kelley Jones and John Beatty The second part in the vampiric trilogy, this book begins where BATMAN: RED RAIN ended. Batman has destroyed Dracula but at the price of his own humanity. Now the famed protector of Gotham is a vampire himself and must battle his own bloodlust as he attempts to be the savior of the innocent. But as his isolation and affliction drive the Dark Knight to the brink of insanity, the Joker takes over the remnants of Dracula's undead legions and begins to ravage the city. Struggling with his newly acquired dark nature and desire to kill, Batman must choose between the preservation of his own soul and the survival of Gotham.",3.71,1040,http://images.amazon.com/images/P/1563891859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563891859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563891859.01.LZZZZZZZ.jpg
1890208353,"A Surfeit of Guns (Missing Mystery, 20)",P. F. Chisholm,2000,Poisoned Pen Press,Historical,"Sir Robert Carey took up his northern post as Warden of the West March in order to escape the complications of creditors and court life. Trouble, however, is where the dashing Carey, possibly a cousin of the Queen, finds it. ,One black night in 1592, Carey is on night patrol along the unsettled border anchored by the garrison in Carlisle. It's a disaster. First, there's the fugitive he has to hand over to the warring Scots. Next come Wee Colin Elliot's sheep stealers. And then a gun explodes and takes off the hand of one of Carey's men. Back in Carlisle, Carey soon learns more faulty guns lie in the armoury in place of the sound weapons shipped in from Newcastle only last week. When these explosive deathtraps are stolen, he sets off in pursuit of both batches of guns--and the thieves. ,The search ends in Dumfries where King James VI of Scotland--potentially King James I of England when his cousin Elizabeth dies--and his raucous court have assembled. James is as dissolute as ever, lovely Lady Elizabeth Widdrington, Carey's true love, is still shackled to her husband, and seductive Signora Bonnetti takes a serious interest in Carey and in the missing guns. Will the frustrated courtier be gallant enough to flirt with the Signora--and with treason?... ,As wild as the American West, P.F. Chisholm's witty historical detections are also elegantly crafted and historically accurate as they reimagine the life of a real Elizabethan gunslinger. Her other Carey novels are A Plague of Angels (Introduction by Diana Gabaldon), A Famine of Horses (Introduction by Sharon Kay Penman), A Season of Knives (Introduction by Dana Stabenow). The author is at work on a fifth Sir Robert Carey.",4.25,567,http://images.amazon.com/images/P/1890208353.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1890208353.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1890208353.01.LZZZZZZZ.jpg
1558746625,A 6th Bowl of Chicken Soup for the Soul (Chicken Soup for the Soul),Canfield. Jack,1999,Health Communications,Short Stories,"Jack and Mark's latest batch of wisdom, love and inspiration will warm your hearts and nourish your souls, whether you're ""tasting"" Chicken Soup for the first time, or have dipped your ""spoon"" many times before. In the tradition of all the books in the original Chicken Soup series, this volume focuses on love; parents and parenting; teaching and learning; death and dying; perspective; overcoming obstacles; and eclectic wisdom. Contributors to A 6th Bowl of ""Chicken Soup for the Soul"" include: Erma Bombeck, Edgar Guest, Jay Leno, Rachel Naomi Remen, Robert A. Schuller, Dr. James Dobson, Dolly Parton and Cathy Rigby. A 6th Bowl is guaranteed to make anyone looking for inspiration and renewal an eternal ""soup lover"". Discover that there is only one ""recipe"" for compassion, wisdom, inspiration and love: ""Chicken Soup for the Soul"".",4.12,363,http://images.amazon.com/images/P/1558746625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558746625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558746625.01.LZZZZZZZ.jpg
1842322915,Slide Rule,Nevil Shute,2000,House of Stratus,Nonfiction,"Nevil Shute best describes this autobiography in his own words: ""Most of my adult life, perhaps all the worthwhile part of it, has been spent messing about with airplanes. For 30 years there was a period when airplanes would fly when you wanted them to, but there were still fresh things to be learned on every flight, a period when airplanes were small and so easily built that experiments were cheap and new designs could fly within six months of the first glimmer in the mind of the designer.,""That halcyon period started about 1910 and it was in full flower after WW I when I was a young man; it died with WW II when airplanes had grown too costly and too complicated for individuals to build or even to operate. I count myself lucky that that fleeting period coincided with my youth and my young manhood, and that I had a part in it.""",3.95,530,http://images.amazon.com/images/P/1842322915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1842322915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1842322915.01.LZZZZZZZ.jpg
